,comment-en,comment-mg,sentiment
1914,"First of all, the bass player...fat pocket, this guy must wear big raver pants, because he has such fat pocket.",Ny mpitendry beso aloha...paosy matavy dia tsy maintsy manao pataloha raver be io bandy io fa manana paosy matavy be.,-1
1915,Shel Talmy did a superb remastering job...he really cares about these recordings regardless of his professional problems with the Who. YOU HAVE TO PICK UP THIS ONE!!,Nanao asa remaster tsara i Shel Talmy... tena miahy an'ireny rakitsary ireny izy na inona na inona olana atrehany amin'ny Who. TSY MAINTSY MIHITSY IZANY!!,1
1916,I wish Paolini spent more time on developing his characters as he did with the endless battle (read blood and guts) scenes.,Maniry aho fa handany fotoana bebe kokoa amin'ny fampivoarana ny toetrany i Paolini tahaka ny nataony tamin'ny ady tsy misy farany (vakio ny rà sy ny tsinay).,-1
1917,"This is probably true for other cameras, but with the Gateway camera it is particularly troublesome because the shutter button seems to lack sensitivity.","Mety ho marina izany ho an'ny fakan-tsary hafa, fa amin'ny fakan-tsary Gateway dia manahirana indrindra satria toa tsy misy fahatsapana ny bokotra shutter.",-1
1918,Bottom line love Star wars get it.,Ny tsipika ambany dia mahazo ny fitiavana Star Wars.,1
1919,By A Customer I checked this out at the library and thought it had good information about how to cut your expenses and the author convinced me to pay off my mortgage early rather than putting my extra money into the stock market.,Nojereko tao amin'ny trano famakiam-boky izany ary nihevitra aho fa manana fampahalalana tsara momba ny fomba hampihenana ny fandanianao ary ny mpanoratra dia nandresy lahatra ahy handoa ny trosako aloha fa tsy hametraka ny volako fanampiny amin'ny tsenam-bola.,1
1920,"Yeah, right.","Eny, marina.",-1
1921,"A lot of action movies have the unbelievability factor, but for me, i actually found myself thinking how bull***** this movie was.","Sarimihetsika mihetsika be dia be no tsy mampino, fa ho ahy, tena nieritreritra aho hoe manao ahoana ity sarimihetsika ity.",-1
1922,Blinded By Fear. Under Azure Skies. It deserves to be mentioned in the same breath as these classics.,Nohajambain'ny tahotra. Eo ambanin'ny lanitra Azure. Mendrika ny hotononina amin'ny fofonaina mitovy amin'ireo klasika ireo.,1
1923,Fox...you dropped the ball I'm sad to say.,Fox...nazeranao ilay baolina mampalahelo hoy aho.,-1
1924,"Finally, for the beginner there are not enough conceptual clues on what is actually going on and it is hard to form any mental model of the underlying processes.","Farany, ho an'ny vao manomboka dia tsy ampy ny fikaonan-kevitra momba ny tena zava-mitranga ary sarotra ny mamorona modely ara-tsaina amin'ny dingana fototra.",-1
1925,"The re-mastering is good, it is as if the tapes were cleaned with the separation much clearer.","Ny re-mastering dia tsara, toy ny hoe nodiovina tamin'ny fisarahana mazava kokoa ny kasety.",1
1926,and cheesy lyrics from Sammy. No wonder Cherone is in the band now.,ary tononkira cheesy avy amin'i Sammy. Tsy mahagaga raha ao anatin’ny tarika izao i Cherone.,-1
1927,"I am upon writting this rewiew, impressed by how much such simple and short text has inspired me to think and how effective so few words can be at presenting such profound and compelling ideas for peace and prosperity.","Teo am-panoratana ity rewiew ity aho, talanjona tamin'ny famporisihan'ny lahatsoratra tsotra sy fohy toy izany mba hieritreretana sy ny fahombiazan'ny teny vitsivitsy amin'ny fanolorana hevitra lalina sy maharesy lahatra toy izany ho an'ny fiadanana sy ny fanambinana.",1
1928,The only good thing is the lead female who is a Russian spy.,Ny hany zavatra tsara dia ilay vehivavy mpitarika izay mpitsikilo Rosiana.,1
1929,"Farro's guitar in this song is impressive and incredibly catchy, showing that this band will probably be hanging around the scene for awhile.","Ny gitara an'i Farro amin'ity hira ity dia mahavariana sy mahavariana, mampiseho fa ity tarika ity dia mety hivezivezy eo amin'ny sehatra mandritra ny fotoana fohy.",1
1930,Do you know who Jeff Chandler is?,Fantatrao ve hoe iza i Jeff Chandler?,-1
1931,"However, I do not recommend this, because the softy in me found myself tearing up on a few occasions and trying to fight back the tears as other people trying to get to work pretended not to notice.","Na izany aza, tsy manoro an'io aho, satria ny malemilemy ato anatiko dia nahita ny tenako nandrovitra imbetsaka ary niezaka niady tamin'ny ranomaso satria ny olona sasany niezaka niditra niasa dia mody tsy nahatsikaritra.",-1
1932,Should have some checkpoint at least so that if we kill by boss then we cant rematch again...,Tokony hanana toeram-pisavana fara-faharatsiny ka raha matin'ny sefo isika dia tsy afaka miverina indray...,-1
1933,"Similar story with Love of the Common People, the long intro on the album has been shortened, similar as to the single version although I am not sure whether its identical, it is a bit longer than the version on his Time compilation.","Tantara mitovitovy amin'ny Fitiavana ny Vahoaka iombonana, nohafohezina ny intro lava ao amin'ny rakikira, mitovy amin'ny dikan-teny tokana na dia tsy azoko antoka aza hoe mitovy izy io, somary lava kokoa noho ny dikan-teny ao amin'ny fanangonana Time.",-1
1934,The music is horrible and I am not one to even mention the music.,Mampihoron-koditra ny mozika ary tsy izaho mihitsy no miresaka momba ny mozika.,-1
1935,Terrible design.,Famolavolana mahatsiravina.,-1
1936,"A sound cast of international bravado (Caine as Alfred, the butler, Wayne's manservant/father figure, adds a dash of subtle observations and common sense; Freeman as Wayne Enterprises' best kept secret displaying the varying degrees of know-how and Bat-phenalia; Oldman as a young (soon-to-be Commissioner) Jim Gordon – apparently the only honest cop on the force has a few nice subtle moments of awe and cunning; silky Murphy as Dr. Jonathan Crane AKA The Scarecrow; Wilkinson as ganglord Carmine Falcone affecting a New Yorkese dialect tuff guy demeanor; Hauer as a reptilian board chairman of Wayne's empire with oily ease); sterling production design by Nathan Crowley envisioning Gotham City as ""New York on steroids"", the dank cinematography by Wally Pfister, and reimagining of the stealthy costumed Caped Crusader by designer Lindy Hemming combine for a robust display of ingenuity.","Feon'ny herim-po iraisam-pirenena (Caine ho Alfred, ilay kapoaka, mpanompovavin'i Wayne / raim-pianakaviana, dia manampy tsindrim-peo amin'ny fandinihana an-kolaka sy saina; Ny tsiambaratelo tsara indrindra nataon'i Freeman ho an'ny Wayne Enterprises dia mampiseho ny fahaiza-manao samihafa sy Bat-phenalia; Oldman fony izy mbola tanora (tsy ho ela ho lasa Kaomisera) Jim Gordon - toa ny hany hery tsy manam-paharoa amin'ny fotoana fohy an'i Jim Gordon. fetsy; silky Murphy toy ny Dr. Jonathan Crane AKA The Scarecrow; Famolavolana famokarana tsara indrindra nataon'i Nathan Crowley izay mihevitra an'i Gotham City ho ""New York amin'ny steroïde"", ny cinematography dank nataon'i Wally Pfister, ary ny famerenana indray ny Caped Crusader niafina nataon'ny mpamorona Lindy Hemming dia mitambatra ho fanehoana ny hakingan-tsaina.",1
1937,I own seven other Western Digital hard drives and I will not own this one.,Manana kapila mafy Western Digital fito hafa aho ary tsy hanana ity iray ity aho.,-1
1938,I must say this camera is AWESOME.,Tsy maintsy milaza aho fa MAHATONGATRA ity fakantsary ity.,1
1939,"""Immersive"" The games still great after months of playing.","""Immersive"" Mbola tsara ny lalao taorian'ny volana maromaro nilalao.",1
1940,I'm using it almost daily and haven't yet gotten over how powerful this point and shoot is.,Mampiasa azy io saika isan'andro aho ary tsy mbola nahazo ny herin'ity teboka sy tifitra ity.,1
1941,"Pros- This I3 is actually a limited I7, and it's the processor apple was going to use in its 13inch Macbook, but it was too expensive to upgrade the rest of the components to match.","Pros- Ity I3 ity dia I7 voafetra, ary io no paoma processeur hampiasaina amin'ny Macbook 13inch, saingy lafo loatra ny fanavaozana ny singa sisa mba hifanaraka.",1
1942,"There are 12 brilliant songs that use live instruments througout the album, This gives the album a happy and feel good characteristic.","Misy hira 12 manjelanjelatra izay mampiasa zavamaneno mivantana manerana ny rakikira, Izany dia manome ny rakikira faly sy mahatsapa tsara toetra.",1
1943,I haven't completed legend mode(defend the belt 7 times) but after that I think it will collect dust.,Mbola tsy nahavita ny fomba angano aho (miaro ny fehikibo in-7) fa aorian'izay dia heveriko fa hanangona vovoka.,-1
1944,"This book should be right on your shelf next to Strunk and White, another writing manual that King references often in the pages of On Writing.","Ity boky ity dia tokony ho eo amin'ny talantalanao eo akaikin'i Strunk and White, boky torolalana fanoratana hafa izay resahin'ny Mpanjaka matetika ao amin'ny pejin'ny On Writing.",1
1945,The mans voice on the cd isn't very soothing.,Tsy dia mampitony ny feon'ny lehilahy amin'ny cd.,-1
1946,"2)this could be a deal-breaker: In the middle of a conversation, even with the cellphone within a few feet of the headset, this Bluetooth sometimes disconnects itself, and the call has reverted back to the cellphone.","2) mety ho rava fifanarahana izany: Eo afovoan'ny resaka, na dia amin'ny finday ao anatin'ny tongotra vitsivitsy amin'ny headset aza, ity Bluetooth ity dia tapaka indraindray, ary miverina amin'ny finday ny antso.",-1
1947,"Normally, I don't complain about music, but in most games, the tunes are at least halfway decent, and you can continue playing without having to have the game on mute.","Amin'ny ankapobeny, tsy mitaraina momba ny mozika aho, fa amin'ny ankamaroan'ny lalao, ny tonon-kira dia farafaharatsiny farafaharatsiny, ary afaka manohy milalao ianao fa tsy mila mangina ny lalao.",-1
1948,''). And you earn points for things that you don't even see.,''). Ary mahazo isa amin'ny zavatra tsy hitanao akory ianao.,-1
1949,"First of all, this book put me to sleep several times.","Voalohany indrindra, ity boky ity dia nampatory ahy imbetsaka.",-1
1950,Sometimes information is unable to be acquired.,Indraindray ny vaovao dia tsy azo alaina.,-1
1951,"This book alleges scandalous, hideous misdeeds on the part of distinguished scientists such as Napoleon Chagnon and James Neel. But all of the book's main accusations have been thoroughly refuted, and the only genuine scandal here is the way the author, Patrick Tierney, has fabricated and distorted reality in order to sell some books.","Ity boky ity dia milaza fa misy asa ratsy sy maharikoriko ataon'ireo mpahay siansa malaza toa an'i Napoleon Chagnon sy James Neel. Saingy ny fiampangana lehibe rehetra momba ilay boky dia nolavina tanteraka, ary ny hany tantara ratsy eto dia ny fomba namoronan'ny mpanoratra, Patrick Tierney, ny zava-misy mba hivarotana boky sasany.",-1
1952,And I thought Mass Effect was bad.,Ary nihevitra aho fa ratsy ny Mass Effect.,-1
1953,Notice that I gave the film 6 stars and thats because it was a masterpiece in so many ways.,Mariho fa nomeko kintana 6 ilay sarimihetsika ary izany dia satria sangan'asa tamin'ny lafiny maro.,1
1954,"The story is really the same as KH, but they replace ""heart"" with memory.","Mitovy amin'ny KH tokoa ny tantara fa soloiny fahatsiarovana ny ""fo"".",-1
1955,Gameplay- You'll get the hand of the control really fast and you will finally begin your training as a vampire hunter!,Gameplay- Hahazo ny tanan'ny fanaraha-maso haingana ianao ary hanomboka ny fiofanana ho mpihaza vampira ianao amin'ny farany!,1
1956,There is nothing better than listening to my children hum classical music and sing the lyrics to these great masterpieces!,Tsy misy tsara kokoa noho ny mihaino ny zanako mihira mozika klasika sy mihira ny tonon'ireo sangan'asa lehibe ireo!,1
1957,"Yes, I do think they are way better in this game than NBA 2k6 for the 360. The reason I feel this way is because the textures used for the skin look a lot better, have more color, and the sweat graphics look more realistic.","Eny, heveriko fa tsara kokoa izy ireo amin'ity lalao ity noho ny NBA 2k6 ho an'ny 360. Ny antony tsapako toy izany dia satria ny loko ampiasaina amin'ny hoditra dia mijery tsara kokoa, manana loko bebe kokoa, ary ny sary hatsembohana dia toa tena misy.",1
1958,"But man, the most important aspect of the story, the very foundation the world is based around, the magical weapons, felt the weakest in the entire story.","Saingy ny lehilahy, ny lafiny manan-danja indrindra amin'ny tantara, ny fototra iorenan'izao tontolo izao, ny fitaovam-piadiana mahagaga, dia nahatsapa ho malemy indrindra amin'ny tantara manontolo.",-1
1959,"Her voice is silky and direct, and her lyric smart and direct.","Ny feony dia malefaka sy mivantana, ary ny tononkirany dia marani-tsaina sy mivantana.",1
1960,But those two scenes are not worth the quarter that the Tooth Fairy leaves beneath your child's pillow.,Saingy ireo sehatra roa ireo dia tsy mendrika ny ampahefatry ny Tooth Fairy eo ambanin'ny ondana ny zanakao.,-1
1961,It also very exciting to kids 3-6 years old.,Tena mampientanentana ihany koa ny ankizy 3-6 taona.,1
1962,"They said they longer keep the accessory kit in stock, but that I should be able to get it in any electronics store.","Nilaza izy ireo fa mitazona ny kitapo fanampiny ao anaty tahiry, fa tokony ho azoko any amin'ny fivarotana elektronika.",-1
1963,"Bento is a smart, convenient database for the non-power user.",Bento dia angon-drakitra marani-tsaina sy mety ho an'ny mpampiasa tsy mampiasa herinaratra.,1
1964,It's obvious that she gave very little thought to who the target audience is.,Mazava ho azy fa tsy dia nieritreritra firy momba ny mpihaino kendrena izy.,-1
1965,The cover was also very interesting.,Tena nahaliana koa ilay fonony.,1
1966,Scratches way too easily.,Mora loatra ny mikaroka.,-1
1967,"You can also mix and match jutsu's from other characters, but that gets old fast.","Azonao atao ihany koa ny mampifangaro sy mampifanaraka ny jutsu avy amin'ny endri-tsoratra hafa, saingy miha-antitra haingana izany.",-1
1968,I played the next day and had fun.,Nilalao aho ny ampitso ary nahafinaritra.,1
1969,"Actually I really like this movie, even just watching it straight.","Raha ny marina dia tena tiako ity sarimihetsika ity, na dia mijery mivantana fotsiny aza.",1
1970,"With 5-6 different tunes in the game, that you keep hearing over…and over…and…………over!!","Miaraka amin'ny feon-kira 5-6 samihafa ao amin'ny lalao, izay henonao hatrany… sy miverimberina… ary………!!",-1
1971,"The set itself is of highly polished architectural splendour and so in keeping with the period of the opera as indeed are the costumes, not exaggerated or over sumptuous and all the better for that.","Ny haingon-trano mihitsy dia manana famirapiratan'ny maritrano voapoizina ary mifanaraka amin'ny vanim-potoanan'ny opéra tokoa ny fitafy, tsy mihoa-pefy na mihaja ary tsara kokoa noho izany.",1
1972,"It is about a boy named Vivi who doesn't know anything about his past and spends the whole game discovering the exact same things that Terra and Cloud discovered in Final Fantasy 6 and 7. Oh, and Garnet also discovers her past through a series of flashbacks that establish her as something that we the player already knew from the first few hours of playing the game.","Izy io dia momba ny zazalahy iray antsoina hoe Vivi izay tsy mahalala na inona na inona momba ny lasa ary nandany ny lalao manontolo tamin'ny fitadiavana ireo zavatra mitovy amin'ny hitan'i Terra sy Cloud tao amin'ny Final Fantasy 6 sy 7. Oh, ary i Garnet koa dia mahita ny lasa tamin'ny alàlan'ny andian-tselatra izay mametraka azy ho toy ny zavatra efa fantatry ny mpilalao tamin'ny ora vitsivitsy nilalao ny lalao.",-1
1973,The graphic problems alone make the game almost unplayable.,Ny olana amin'ny sary fotsiny dia mahatonga ny lalao ho tsy azo lalaovina.,-1
1974,"Gone is the wonderfully fat bass line, especially those G's (G1 on your piano keyboard).","Lasa ny tsipika bass matavy be, indrindra fa ireo G's (G1 amin'ny fitendry piano).",-1
1975,What makes all this funny is Cusack's deadpan at the absurdities that seem to pop up every ten minutes making their unlikely reality a surreality.,Ny mampihomehy an'izany rehetra izany dia ny fahatapahan'i Cusack amin'ny hadalana izay toa miseho isaky ny folo minitra ka mahatonga ny zava-misy tsy azo inoana ho zava-misy marina.,1
1976,"Written and directed by Jay Lee, heir apparent to Ed Wood for the 21st Century anyone?","Nosoratana sy notarihin'i Jay Lee, mpandova an'i Ed Wood ho an'ny taonjato faha-21?",-1
1977,Good graphics.,Saripika tsara.,1
1978,"Finally, it's no surprise that Hutton and Platt both turn in performances that are well worth watching.","Farany, tsy mahagaga raha samy mitodika amin'ny fampisehoana mendrika hojerena i Hutton sy Platt.",1
1979,"Oh my gosh, and he always is mixing it up, from hi hat to ride cymbal, dang, it's so chopped I don't even know what kind of meat he is flavoring!!!","oh zao zany, sady mampifangaro azy foana, de hi hat ka hatramin'ny mitaingina kipantsona, dang, tetehina be fa tsy haiko akory izay karazana hena arosony!!!",-1
1980,"Within its limitations it's excellent, interacting automatically with other apps (like iCal and Address Book) on the Mac. It also simplifies database use in general for those of us intimidated by full FileMaker.","Ao anatin'ny fetrany dia tena tsara izy io, mifandray ho azy amin'ny fampiharana hafa (toy ny iCal sy Address Book) amin'ny Mac. Manamora ny fampiasana angon-drakitra amin'ny ankapobeny ho an'ireo izay matahotra ny FileMaker feno.",1
1981,Display cracked after two days.,Nitraka ny fampisehoana rehefa afaka roa andro.,-1
1982,"Unfortunately, the ATEs add so little to the game that they almost interrupt the game when they occur so frequently.","Indrisy anefa, ny ATE dia manampy kely amin'ny lalao ka saika manapaka ny lalao rehefa mitranga matetika izany.",-1
1983,"Gameplay - 10/10 If you've played a previous Tomb Raider game, then the outcome is predictable: jumping around, shooting bad guys, and the occasional puzzle and boss fight.","Lalao - 10/10 Raha efa nilalao lalao Tomb Raider teo aloha ianao, dia azo vinaniana ny vokany: mitsambikina, mitifitra olon-dratsy, ary miady amin'ny piozila sy ny lehibeny indraindray.",1
1984,I really enjoyed this book.,Tena tiako io boky io.,1
1985,Getting it up for a Mac can take numerous hours and several phone calls to tech support.,Ny fananganana azy ho an'ny Mac dia mety haharitra ora maro sy antso an-telefaona maromaro amin'ny fanohanana ara-teknika.,-1
1986,The real disappointment here is the build quality.,Ny tena fahadisoam-panantenana eto dia ny kalitaon'ny fananganana.,-1
1987,"HD tv channels look great, kinda upset that I didn't switch to LCD earlier but also glad because the price is SOOO reasonable.","Mahafinaritra ny fahitalavitra HD, somary sorena fa tsy nivadika tamin'ny LCD aho teo aloha fa faly ihany koa satria mitombina ny vidiny.",1
1988,"The trouble is that ""Book 1: Production"", is missing completely.","Ny olana dia ny ""Boky 1: Production"" dia tsy hita tanteraka.",-1
1989,"The book is so well written and the story has been narrated in such convincing tone, that at times I had to make sure that Mark was not writing his autobiography!","Tena tsara ny nanoratana ilay boky ary notantaraina tamin’ny feo maharesy lahatra toy izany ilay tantara, hany ka tsy maintsy nataoko antoka fa tsy i Marka no nanoratra ny tantaram-piainany!",1
1990,Billy Preston's tinkling piano and Jerry Portnoy's wonderful harp provide the musical highpoints.,Ny piano mitetitetika an'i Billy Preston sy ny harpa mahafinaritra an'i Jerry Portnoy dia manome ny toerana ambony amin'ny mozika.,1
1991,"Normally I don't have problems with simple stories, but when combined with the monotony of the quest, you'd think they would have written a better story, to keep you interested.","Amin'ny ankapobeny dia tsy manana olana amin'ny tantara tsotra aho, fa rehefa atambatra amin'ny monotony amin'ny fikatsahana, dia hieritreritra ianao fa nanoratra tantara tsara kokoa izy ireo, mba hahaliana anao.",-1
1992,"I called Sony again, and again the first agent said it was already sent, then after I explained it hadn't arrived I was transferred to the second department, which again confirmed it hadn't been sent out yet.","Niantso an'i Sony indray aho, ary nilaza indray ilay agence voalohany hoe efa nalefa, dia rehefa avy nanazava aho fa tsy tonga dia nafindra tany amin'ny departemanta faharoa, izay nanamafy indray fa tsy mbola nalefa.",-1
1993,"Rinse, repeat, add water if necessary.","Kobanina, avereno, ampio rano raha ilaina.",-1
1994,"Other than these, The wrath of cortex is a very enjoyable platformer, with some great action moments and puzzles to figure out.","Ankoatra ireo, Ny fahatezeran'ny cortex dia platformer tena mahafinaritra, miaraka amin'ny fotoanan'ny hetsika lehibe sy piozila ho fantatra.",1
1995,The gore effects are a mixed lot with buckets of viscera for the masses and a hammy – cry for help from Englund as the germ-phobic flamboyant joint owner (!) and porn- star supreme Jameson as the first of the afflicted strippers (!!) You've been warned – although I did like Bach's 'assets' as the busty gung-ho jarhead (and sadly the only one who isn't nude!,Ny voka-dratsin'ny gore dia be dia be miaraka amin'ny siny viscera ho an'ny be sy ny maro - miantso vonjy avy amin'i Englund amin'ny maha-tompon'ny mpiara-miombon'antoka mikraoba (!) ary Jameson ambony kintana pôrnôgrafia ho voalohany amin'ireo mpangalatra ory (!!) Efa nampitandremana ianao – na dia tiako aza ny 'fananan'i' Bach ho toy ny lohany tokana (ary sad jarn-ho irery ihany) miboridana!,-1
1996,"But, not with this new version (version 3?) of the My Book Essential Drives where it is embedded into the drive's hardware and cannot be deactivated.","Saingy, tsy amin'ity dikan-teny vaovao ity (dika 3?) an'ny My Book Essential Drives izay ampidirina ao amin'ny fitaovan'ny fiara ary tsy azo esorina.",-1
1997,"Building on known technics he refined and combined them to form a coherent framework that guides you from the first assessment to the final delivery, putting emphasis on the 'get it right the first time' principle.","Namboarina tamin'ny teknika fantatra izy ireo ary nampifangaro azy ireo mba hamorona rafitra mirindra izay mitarika anao manomboka amin'ny fanombanana voalohany ka hatramin'ny fanaterana farany, ary manantitrantitra ny fitsipiky ny 'hamarino amin'ny fotoana voalohany'.",1
1998,Sacrilegiously unfunny.,Sacrilegiously tsy mampihomehy.,-1
1999,"After trying them out, I can only describe them as tedious.",Rehefa avy nanandrana azy ireo aho dia afaka milaza azy ireo ho mandreraka fotsiny.,-1
2000,"This book is recommendable to all if not quit a 'must read' and worthy of referencing current political, business and military discussions.","Ity boky ity dia atolotra ho an'ny rehetra raha tsy miala amin'ny 'tsy maintsy vakiana' ary mendrika ny hanondro dinika ara-politika, fandraharahana ary ara-tafika ankehitriny.",1
2001,If you can gather that this is pure Hollywood hokum formulaic military maverick wanting a chance to redeem himself than don't bother buying a ticket (or wait for the inevitable DVD rental).,Raha azonao atao ny manangona fa ity dia Hollywood hokum formulaic military maverick izay maniry ny hanavotra ny tenany fa aza misalasala mividy tapakila (na miandry ny fanofana DVD tsy azo ihodivirana).,-1
2002,"I don't know, I think he still is pretty putrid.","Tsy haiko, heveriko fa mbola ratsy tarehy izy.",-1
2003,The WiFi connected to the internet instantly and the bluetooth helped me trannsfer my pictures and videos from my phone onto my computer.,Ny WiFi mifandray amin'ny Internet avy hatrany ary ny bluetooth dia nanampy ahy hamindra ny sariko sy ny horonan-tsariko avy amin'ny findaiko ho amin'ny solosaiko.,1
2004,And I would get a game that's not so easy that a 3 year old can beat it in 3 days.,Ary hahazo lalao tsy dia mora loatra aho ka ny zaza 3 taona dia afaka mandresy azy ao anatin'ny 3 andro.,-1
2005,"While I read the book from cover-to-cover, it would work best as a resource for anyone studying the OT. Kevin Vanhoozer sets the tone of the book early by writing a masterful introduction.",Raha namaky ny boky manomboka amin'ny fonony ka hatramin'ny fonony aho dia mety ho loharanon-kevitra ho an'izay rehetra mianatra ny OT. Kevin Vanhoozer dia mametraka ny feon'ny boky aloha amin'ny fanoratana teny fampidirana mahay.,1
2006,"Well get this chemical makeup: Stunning and popular star Lara Flynn Boyle overtly titillating us and wearing skimpy outfits even including a bikini(!), Timothy Hutton, habitual scene stealer Oliver Platt during younger and thinner days, superstar Faye Dunaway, and Steven Webber from the TV show ""Wings."" How's that for voltage?","Alao tsara ity makiazy simika ity: Ilay kintana mahavariana sy malaza Lara Flynn Boyle dia mibaribary an-karihary antsika ary manao akanjo tsy misy dikany na dia misy bikini aza (!), Timothy Hutton, Oliver Platt, mpangalatra seho mahazatra, Oliver Platt mandritra ny andro tanora kokoa, superstar Faye Dunaway, ary Steven Webber avy amin'ny fandaharana amin'ny fahitalavitra ""Wings."" Ahoana ny amin'ny voltase?",1
2007,"First of all, you do the exact same things through the whole game.","Voalohany indrindra, manao zavatra mitovy amin'izany ianao mandritra ny lalao manontolo.",-1
2008,No one will ever be able to capture the beauty of Lolita on film and I hope this is the last time they try.,Tsy misy olona afaka maka ny hakanton'i Lolita amin'ny sarimihetsika ary manantena aho fa ity no fotoana farany hanandramany.,-1
2009,Way down.,Lany midina.,-1
2010,"Opening with Gideon being shot in the arm and running through the wintry landscape, falling into a freezing river and eventually excising the silver-dollar sized bullet with wincing dexterity, the pace continues to be breathless and anticipatory as Gideon manages to be one-step ahead while Carver's troupe are two-behind.","Nisokatra niaraka tamin'i Gideona voatifitra teo amin'ny sandriny sy nihazakazaka namakivaky ny faritry ny ririnina, nianjera tao anaty renirano nangatsiaka ary tamin'ny farany dia nesorina ilay bala mitentina dolara volafotsy tamin'ny haingan-drivotra, dia nitohy tsy nisy aina sy niandrandra ny hafainganana satria nahavita dingana iray i Gideona raha toa kosa ny troupe Carver roa aoriana.",1
2011,"I managed to network two Mac desktops, an iBook, a Windows laptop, an all-in-one printer/scanner and a PS2 without any problems, except setting up the Windows wireless, but even that connected to the Macs on the network.","Nahavita tambazotra desktop Mac roa aho, iBook, solosaina finday Windows, mpanonta/scanner iray manontolo ary PS2 tsy misy olana, afa-tsy ny fametrahana ny Wireless Windows, fa na dia mifandray amin'ny Mac ao amin'ny tambajotra aza.",-1
2012,"The selling point (I thought) in the REA book was the ""Six full length practice exams"" it advertises.","Ny fivarotana (noheveriko) tao amin'ny boky REA dia ny ""fanadinana fanazaran-tena enina feno"" navoakany.",-1
2013,It is more like the players are performing on a stage in front of you as opposed to mono's non-dimensionality.,Toy ny misehatra eo amin'ny lampihazo eo anoloanao ny mpilalao fa mifanohitra amin'ny tsy misy dimension'ny mono.,1
2014,The latest pretender to the throne is a horse of another color (and yes the pun is meant to be offensive).,"Soavaly miloko hafa ny mpihatsaravelatsihy farany teo amin'ny seza fiandrianana (ary eny, natao hanafintohina ny dikanteny).",-1
2015,The game has a very easy learning curve.,Ny lalao dia manana curve fianarana tena mora.,1
2016,"Eiko is a Relm (FF6) character who takes up too much plot fawning over the sexy Zidane (oooh, monkey tails...), and Amarant is like a dummied down Shadow (FF6).","Eiko dia mpilalao Relm (FF6) izay manao teti-dratsy be loatra momba an'i Zidane sexy (oooh, rambo gidro ...), ary i Amarant dia toy ny Shadow (FF6).",-1
2017,Nice chill-out feel to it.,Fialam-boly mahafinaritra ho azy.,1
2018,"Great cut: Hot Summer Day: unique, superb mix of instruments (violin, harmonica, keyboard, and electric guitar), nice vocals (the lyrics are kinda dumb, but that's part of the 60s), fantastic build up...everything that characterizes a great 60s song.","Feo tsara: Andron'ny fahavaratra mafana: tsy manam-paharoa, fampifangaroana zava-maneno (violon, harmonica, clavier, ary gitara elektrika), feo tsara ( somary moana ny tononkira, fa anisan'ny taona 60 izany), fananganana mahafinaritra ... izay rehetra mampiavaka ny hira 60 taona.",1
2019,"Like the injector that heals you, which means you have to put away your gun to heal yourself.","Toy ny tsindrona manasitrana anao, izay midika fa tsy maintsy manala ny basy ianao mba hanasitranana ny tenanao.",-1
2020,"Well i hate to be the only dissenter in an ocean of metal wannabe 12-16yr olds, but this album is an absolute joke.","Eny, tsy tiako ny ho tokana mpanohitra ao anaty ranomasimbe metaly wannabe 12-16 taona, saingy vazivazy tanteraka ity rakikira ity.",-1
2021,I would LOVE to know what was going through the minds of the designers for Brothers In Arms when it comes to that portion of the game.,TIAKO ny mahafantatra izay ao an-tsain'ireo mpamorona ny Brothers In Arms raha ny momba io ampahany amin'ny lalao io.,-1
2022,My friend got the soundtrack and i borrowed it and found that there were lots of tracks missing...,Nahazo ny feon-kira ny namako dia nindramiko ary hitako fa maro ny hira tsy hita...,-1
2023,Frymire is appallingly ignorant of the creationism movement and this fact shows on almost every page.,Frymire dia tsy mahalala ny hetsika famoronana ary saika miseho amin'ny pejy rehetra izany zava-misy izany.,-1
2024,"Final Fantasy VII had no plot, and Final Fantasy VIII played like a Jane Austin Novel. Final Fantasy IX regurgitates every possible cliche in history, and draws out these cliches for hours.","Tsy nanana tetika ny Final Fantasy VII, ary ny Final Fantasy VIII dia nilalao toy ny Jane Austin Novel. Ny Final Fantasy IX dia mamerina ny cliche rehetra azo atao amin'ny tantara, ary mamoaka ireo cliches ireo mandritra ny ora maro.",-1
2025,"I thus give it only three stars, which may be generous.","Kintana telo ihany no omeko azy, izay mety ho malala-tanana.",-1
2026,Dungeons in this game are EXTREMELY short and only take long because of the random encounter every step and a half.,Fohy ny fonja amin'ity lalao ity ary maharitra ela noho ny fihaonan'ny kisendrasendra isaky ny dingana sy tapany.,-1
2027,CONCLUSION: Good book for readers interested in philosophical and intellectual explanation of history of humans.,FEHINY: Boky tsara ho an'ny mpamaky liana amin'ny fanazavana filozofika sy ara-tsaina momba ny tantaran'ny olombelona.,1
2028,The other flaw is the level design.,Ny lesoka hafa dia ny famolavolana ambaratonga.,-1
2029,"There is all kind of music, and depending in which kind of place you are, you can get calm music or rock-like music.","Misy karazana mozika rehetra, ary miankina amin'ny karazana toerana misy anao ianao dia afaka mahazo mozika milamina na mozika mitovitovy amin'ny rock.",1
2030,"Not every film is a ""10"" but Lord please spare me the 1 thru 3's.","Tsy ny film rehetra dia ""10"" fa Tompoko azafady mba tsidiho ny 1 hatramin'ny 3.",-1
